url,check_status
https://www.bwin.com,False
https://www.galacasino.com,False
https://www.epam.com,True
https://projects.epam.com,False
https://lab.epam.com,False
https://opensource.epam.com,True
https://www.etsy.com,False
https://etsypayments.com,False
https://blog.etsy.com,False
https://careers.etsy.com,True
https://help.etsy.com,False
https://community.etsy.com,True
https://portal.exoscale.com,False
https://api-ch-gva-2.exoscale.com,False
https://sos-ch-gva-2.exo.io,False
https://internal.exoscale.ch,False
https://sks-ch-gva-2.exo.io,False
https://www.expressvpn.com,True
https://chromewebstore.google.com,True
https://financialforce.com,True
https://flo.uri.sh,True
https://flourish.studio,True
https://xyzbmojn.net,False
https://flourish-user-templates.com,False
https://flourish-user-preview.com,False
https://staging.gearset.com,True
https://hipaa.staging.gearset.com,False
https://app.glean.com,False
https://www.hostgator.com.br,True
https://financeiro.hostgator.com.br,True
https://bugcrowd.hotdoc.com.au,False
https://app.hubspot.com,False
https://app-eu1.hubspot.com,False
https://api.hubspot.com,True
https://developers.hubspot.com,True
https://chatspot.ai,True
https://connect.com,True
https://knowledge.hubspot.com,True
https://www.ameliorate.com,True
https://www.beautyexpert.com,True
https://www.cultbeauty.co.uk,True
https://www.dermstore.com,True
https://www.espaskincare.com,True
https://www.exantediet.com,True
https://www.eyeko.com,True
https://www.glossybox.com,True
https://www.growgorgeous.com,True
https://www.hqhair.com,True
https://www.illamasqua.com,True
https://www.mioskincare.com,True
https://www.mankind.co.uk,True
https://www.mybag.com,True
https://www.myvitamins.com,True
https://www.powerman.co.uk,True
https://www.skinstore.com,True
https://www.thehut.com,True
https://checkout.myvitamins.com,False
https://checkout.eyeko.com,False
https://checkout.glossybox.com,False
https://content-server.ibotta.com,False
https://api.ibotta.com,True
https://api.ibops.net,False
https://api.int.ibops.net,False
https://ibotta.com,True
https://backend.ibotta.com,True
https://www.ifood.com.br,True
https://shop.ifood.com.br,False
https://marketplace.ifood.com.br,False
https://wsloja.ifood.com.br,False
https://wslatam.ifood.com.br,False
https://static-images.ifood.com.br,True
https://gestordepedidos.ifood.com.br,True
https://developer.ifood.com.br,True
https://api.fstr.rocks,False
https://rc.fstr.rocks,False
https://passport.immutable.com,True
https://auth.immutable.com,True
https://hub.immutable.com,False
https://play.immutable.com,True
https://api.immutable.com,False
https://api.x.immutable.com,False
https://link.x.immutable.com,False
https://market.immutable.com,True
https://docs.immutable.com,True
https://imx.community,True
https://guildofguardians.com,True
